,url,lable
81,http://loja-america.com/mais-ofertas/974224481/?skullid=480255893,1
82,https://alexandriaa.buzz/tim/3x45tnFdSjEvKQotxpbziy07Q3MDIBgrpjEP8vCnLmCjXpeZYTiE1XkfGg96RQsFOayZeddwxGk/,1
83,http://resolvepaymentsolution.com/,1
84,http://www.teachings.jp/derb/login.jsp.php?session_id=m32h33byglesknezsm6e0kyjw92vf9x92ybwrhfqhtacyvgactn0v98txzk8dd87gnfrrzvsdsjtfmby,1
85,https://janesvillegranprix.com/wp-includes/css/hmkkll123/home.php?public/enroll/IdentifyUser-aspx-LOB=RBGLogon=Mzk1ODkyNTk2Mzk1ODkyNTk2&session=Mzk1ODkyNTk2Mzk1ODkyNTk2,1
86,https://janesvillegranprix.com/wp-includes/css/hmkkll123,1
87,http://s263771.smrtp.ru/groupebnpparibasconnexionweb/contact2020/,1
88,http://s263771.smrtp.ru/groupebnpparibasconnexionweb/contact2020,1
89,http://www.blacksheepeventi.com/xfl/,1
90,http://www.blacksheepeventi.com/xfl,1
91,http://hackalot.udd.cl/steinbeck/,1
92,http://hackalot.udd.cl/steinbeck,1
93,http://empbv.com/huncho/excelz/bizmail.php,1
94,https://empbv.com/huncho/excelz/bizmail.php,1
95,http://www.barcla0aysonlinesecure00.com/online/login.php?cmd=login_submit&amp;id=f582330438bdff0b216a283bf4d0b191f582330438bdff0b216a283bf4d0b191&amp;session=f582330438bdff0b216a283bf4d0b191f582330438bdff0b216a283bf4d0b191,1
96,http://senseiadmin.com/derb/profile.php,1
97,http://senseiadmin.com/derb/pass.php,1
98,http://sultrystudios.co.za/login.php,1
99,http://abydocomistwaycock.com/login/,1
100,http://bcpzonasegurabeta.secure-logs.com/pe/iniciar-sesion,1
